HID;PID;TIME_PERIOD;REF_AREA;DIARY;DDV1;DDV1A;DDV2;DDV3;DDV4;DDV5A;DDV5B;DDV5C;DDV5D;DDV5E;DDV6;DDV7;DDV8A;DDV8B;WGHT1;DATA_COLLECTION_MODE
12119;2;2020;AT;2;7;2;12;11;2022;611;512;512;1;2;1;5;2;20;175,7159986453270;1
12125;1;2020;AT;1;5;1;1;12;2022;821;321;324;3;2;2;-1;2;15;176,7816913150570;1
12125;1;2020;AT;2;7;2;3;12;2022;512;311;381;1;2;2;-1;2;15;82,4981226136932;1
12125;2;2020;AT;1;5;1;1;12;2022;381;910;111;2;2;1;1;4;200;176,7816913150570;1
12125;2;2020;AT;2;7;2;3;12;2022;512;361;361;1;1;1;3;2;15;82,4981226136932;1
12131;1;2020;AT;1;3;1;29;11;2022;511;111;111;3;1;1;1;1;-1;367,0703875241230;1
12131;1;2020;AT;2;7;2;3;12;2022;611;324;371;3;1;1;3;1;-1;171,2995141779240;1
12131;2;2020;AT;1;3;1;29;11;2022;383;111;111;2;1;1;1;1;-1;367,0703875241230;1
12131;2;2020;AT;2;7;2;3;12;2022;383;31;739;1;1;1;3;1;-1;171,2995141779240;1
12146;1;2020;AT;1;4;1;7;12;2022;615;613;-9;4;1;1;3;1;-1;96,6186606955318;2
12146;1;2020;AT;2;7;2;10;12;2022;613;-9;-9;5;1;1;3;2;10;45,0887083245815;2
12146;2;2020;AT;1;4;1;7;12;2022;21;382;111;3;1;1;1;1;-1;96,6186606955318;2
12146;2;2020;AT;2;7;2;10;12;2022;383;940;21;2;1;1;3;2;260;45,0887083245815;2
12154;1;2020;AT;1;6;1;25;11;2022;711;31;31;1;1;1;1;1;-1;134,2902005752410;1
12154;1;2020;AT;2;1;2;27;11;2022;39;331;960;1;2;1;3;2;3;62,6687602684459;1
12154;2;2020;AT;1;6;1;2;12;2022;980;938;321;3;1;1;1;4;300;134,2902005752410;1
12154;2;2020;AT;2;1;2;4;12;2022;980;31;31;1;2;1;3;4;300;62,6687602684459;1
12165;1;2020;AT;1;3;1;15;11;2022;615;111;111;2;2;1;1;1;-1;259,1892143677090;1
12165;1;2020;AT;2;7;2;19;11;2022;811;361;361;3;2;1;3;1;-1;120,9549667049310;1
12165;2;2020;AT;1;3;1;15;11;2022;614;129;111;3;1;1;1;1;-1;259,1892143677090;1
12165;2;2020;AT;2;7;2;19;11;2022;531;111;321;3;2;1;3;1;-1;120,9549667049310;1
12203;1;2020;AT;1;3;1;25;10;2022;936;111;111;4;1;1;1;1;-1;668,3910029426280;1
12203;1;2020;AT;2;1;2;30;10;2022;713;735;31;1;1;1;3;1;-1;311,9158013732260;1
12203;2;2020;AT;1;3;1;25;10;2022;531;910;-9;1;1;1;1;1;-1;668,3910029426280;1
12203;2;2020;AT;2;1;2;30;10;2022;531;21;311;1;2;1;3;1;-1;311,9158013732260;1
12222;2;2020;AT;1;6;1;16;12;2022;-9;-9;-9;-9;-9;2;-1;-9;-1;869,0201173519330;2
12222;2;2020;AT;2;1;2;18;12;2022;821;322;433;2;1;2;-1;-9;-1;405,5427214309020;2
12222;3;2020;AT;1;6;1;16;12;2022;-9;-9;-9;1;1;2;-1;1;-1;869,0201173519330;2
12222;3;2020;AT;2;1;2;18;12;2022;821;-9;311;1;1;2;-1;1;-1;405,5427214309020;2
12235;1;2020;AT;1;2;1;24;10;2022;821;362;111;3;1;1;1;1;-1;327,2420817283860;1
12235;1;2020;AT;2;7;2;29;10;2022;381;11;361;1;2;1;3;1;-1;152,7129714732470;1
12235;2;2020;AT;1;2;1;24;10;2022;383;312;321;1;1;1;3;1;-1;327,2420817283860;1
12235;2;2020;AT;2;7;2;29;10;2022;381;321;321;1;2;1;3;1;-1;152,7129714732470;1
12282;1;2020;AT;1;5;1;29;9;2022;111;371;354;2;1;2;-1;1;-1;1281,7037319202100;1
12282;1;2020;AT;2;7;2;1;10;2022;111;111;111;3;1;2;-1;1;-1;598,1284082294291;1
12282;2;2020;AT;1;5;1;29;9;2022;344;312;111;2;1;1;1;1;-1;1281,7037319202100;1
12282;2;2020;AT;2;7;2;1;10;2022;621;329;322;3;1;1;-9;1;-1;598,1284082294291;1
12282;3;2020;AT;1;5;1;29;9;2022;111;371;421;3;1;1;1;1;-1;1281,7037319202100;1
12282;3;2020;AT;2;7;2;24;9;2022;383;519;313;2;1;1;3;1;-1;598,1284082294291;1
12282;4;2020;AT;1;5;1;22;9;2022;821;321;311;3;1;1;6;1;-1;1281,7037319202100;1
12282;4;2020;AT;2;7;2;1;10;2022;821;341;311;1;1;1;3;1;-1;598,1284082294291;1
12283;1;2020;AT;1;3;1;6;9;2022;424;939;939;3;1;2;-1;1;-1;2039,1556708622300;1
12283;1;2020;AT;2;7;2;10;9;2022;21;995;995;3;1;2;-1;1;-1;951,6059797357080;1
12283;2;2020;AT;1;3;1;6;9;2022;31;995;342;2;1;1;1;1;-1;2039,1556708622300;1
12283;2;2020;AT;2;7;2;10;9;2022;21;516;31;1;2;1;3;1;-1;951,6059797357080;1
12283;3;2020;AT;1;3;1;6;9;2022;21;212;212;2;1;1;2;1;-1;2039,1556708622300;1
12283;3;2020;AT;2;7;2;10;9;2022;111;411;324;2;2;1;3;1;-1;951,6059797357080;1
12283;4;2020;AT;1;3;1;6;9;2022;819;910;111;3;1;1;1;1;-1;2039,1556708622300;1
12283;4;2020;AT;2;7;2;10;9;2022;719;950;31;3;2;1;3;1;-1;951,6059797357080;1
10002;3;2020;AT;1;4;1;5;1;2022;531;321;361;3;1;2;-1;1;-1;1256,5828874585800;1
10002;3;2020;AT;2;1;2;9;1;2022;433;321;342;2;1;2;-1;1;-1;586,4053474806690;1
10002;4;2020;AT;1;4;1;5;1;2022;519;900;900;2;2;1;3;1;-1;1256,5828874585800;1
10002;4;2020;AT;2;1;2;9;1;2022;733;512;11;1;2;1;3;1;-1;586,4053474806690;1
10002;5;2020;AT;1;4;1;5;1;2022;342;352;111;3;1;1;1;1;-1;1256,5828874585800;1
10002;5;2020;AT;2;1;2;9;1;2022;21;910;111;3;2;1;1;1;-1;586,4053474806690;1
10021;3;2020;AT;1;5;2;6;1;2022;531;111;111;2;1;1;1;1;-1;1185,9874207842599;1
10021;3;2020;AT;2;1;2;9;1;2022;722;311;311;2;1;1;3;1;-1;1185,9874207842599;1
10021;4;2020;AT;1;5;2;6;1;2022;819;111;111;2;1;1;3;1;-1;1185,9874207842599;1
10021;4;2020;AT;2;1;2;9;1;2022;819;212;11;2;1;1;3;1;-1;1185,9874207842599;1
10021;5;2020;AT;1;5;2;6;1;2022;11;321;812;2;1;-1;-1;1;-1;1185,9874207842599;1
10021;5;2020;AT;2;1;2;16;1;2022;615;212;212;4;1;-1;-1;1;-1;1185,9874207842599;1
10021;6;2020;AT;1;5;2;6;1;2022;613;325;324;3;1;-1;-1;2;40;1185,9874207842599;1
10021;6;2020;AT;2;1;2;9;1;2022;11;212;212;3;1;-1;-1;1;-1;1185,9874207842599;1
10040;3;2020;AT;1;2;1;13;12;2021;11;311;311;4;2;1;3;1;-1;1137,0161653079599;1
10040;3;2020;AT;2;7;2;18;12;2021;613;361;324;5;1;1;3;1;-1;530,6075438103830;1
10040;4;2020;AT;1;2;1;13;12;2021;531;31;21;4;1;2;-1;1;-1;1137,0161653079599;1
10040;4;2020;AT;2;7;2;18;12;2021;811;31;31;4;1;2;-1;1;-1;530,6075438103830;1
12343;1;2020;AT;1;4;1;15;12;2021;111;910;111;4;1;1;1;1;-1;575,5746970745610;1
12343;1;2020;AT;2;5;1;9;12;2021;821;311;111;3;1;1;1;1;-1;575,5746970745610;1
10065;3;2020;AT;1;5;1;13;1;2022;21;111;111;2;2;1;1;1;-1;1236,3618176954601;1
10065;3;2020;AT;2;7;2;15;1;2022;619;950;21;1;1;1;3;1;-1;576,9688482578820;1
12367;1;2020;AT;1;2;1;17;1;2022;612;-9;-9;2;1;1;1;1;-1;515,8068217863820;2
12367;1;2020;AT;2;7;2;22;1;2022;-9;383;-9;3;1;1;3;1;-1;240,7098501669780;2
12367;2;2020;AT;1;2;1;17;1;2022;515;722;32;1;1;1;3;1;-1;515,8068217863820;2
12367;2;2020;AT;2;7;2;22;1;2022;615;111;-9;2;1;1;1;1;-1;240,7098501669780;2
12367;3;2020;AT;1;2;1;17;1;2022;11;920;212;4;2;-1;-1;1;-1;515,8068217863820;2
12367;3;2020;AT;2;7;2;22;1;2022;21;611;940;1;1;-1;-1;1;-1;240,7098501669780;2
10106;3;2020;AT;1;4;1;24;11;2021;531;220;220;1;1;-1;-1;1;-1;271,7253838695790;1
10106;3;2020;AT;2;7;2;20;11;2021;821;531;311;1;1;-1;-1;1;-1;126,8051791391370;1
12378;1;2020;AT;1;4;1;15;12;2021;11;321;382;3;1;1;1;1;-1;162,8101515757970;1
12378;1;2020;AT;2;1;2;19;12;2021;611;311;311;3;2;1;3;1;-1;75,9780707353719;1
12378;2;2020;AT;1;4;1;22;12;2021;731;212;211;2;1;-1;-1;1;-1;162,8101515757970;1
12378;2;2020;AT;2;1;2;19;12;2021;31;212;212;3;2;-1;-1;1;-1;75,9780707353719;1
12403;1;2020;AT;1;3;1;18;1;2022;611;311;-9;1;1;2;-1;1;-1;567,9385840793190;2
12403;1;2020;AT;2;5;1;20;1;2022;611;-9;-9;1;1;2;-1;1;-1;567,9385840793190;2
10158;3;2020;AT;1;6;1;3;12;2021;733;211;21;1;1;-1;-1;1;-1;356,5193716028580;1
10158;3;2020;AT;2;7;2;4;12;2021;733;11;611;1;1;-1;-1;1;-1;166,3757067480000;1
10263;3;2020;AT;1;3;1;30;11;2021;516;211;920;3;1;-1;-1;1;-1;257,3060785467140;1
10263;3;2020;AT;2;1;2;5;12;2021;11;212;212;1;1;-1;-1;1;-1;120,0761699884670;1
10263;4;2020;AT;1;3;1;30;11;2021;516;31;220;5;2;-1;-1;1;-1;257,3060785467140;1
10263;4;2020;AT;2;1;2;5;12;2021;516;21;311;2;2;-1;-1;1;-1;120,0761699884670;1
12533;1;2020;AT;1;2;1;17;1;2022;515;221;21;2;2;1;1;1;-1;663,6776236124010;1
12533;1;2020;AT;2;7;2;22;1;2022;811;321;212;2;2;1;3;1;-1;309,7162243524540;1
12591;1;2020;AT;1;3;1;18;1;2022;615;211;21;3;2;1;2;1;-1;409,4363342974240;1
12591;1;2020;AT;2;7;2;22;1;2022;311;211;212;3;1;1;3;1;-1;191,0702893387980;1
10367;3;2020;AT;1;6;1;4;3;2022;21;920;920;1;1;1;2;1;-1;1807,0487390025401;1
10367;3;2020;AT;2;1;2;6;3;2022;511;212;212;3;1;1;3;1;-1;843,2894115345190;1
10367;4;2020;AT;1;6;1;4;3;2022;511;-9;729;3;2;1;4;1;-1;1807,0487390025401;1
10367;4;2020;AT;2;1;2;6;3;2022;514;32;31;1;2;1;4;1;-1;843,2894115345190;1
12647;1;2020;AT;1;3;1;29;3;2022;12;12;811;5;2;2;-1;1;-1;456,3841994048900;1
12647;1;2020;AT;2;6;1;1;4;2022;324;31;311;4;2;2;-1;1;-1;456,3841994048900;1
12655;1;2020;AT;1;5;1;3;2;2022;512;321;111;3;1;1;1;1;-1;865,7929558771760;1
12655;1;2020;AT;2;7;2;5;2;2022;611;321;361;1;1;1;3;1;-1;404,0367127426820;1
10428;2;2020;AT;1;6;1;25;2;2022;733;321;311;3;1;1;-9;2;3;2196,2361671359299;1
10428;2;2020;AT;2;7;2;26;2;2022;344;111;111;3;1;1;1;1;-1;1024,9102113301001;1
10428;4;2020;AT;1;6;1;25;2;2022;611;321;321;2;1;2;-1;1;-1;2196,2361671359299;1
10428;4;2020;AT;2;7;2;26;2;2022;341;321;321;4;1;2;-1;1;-1;1024,9102113301001;1
10509;3;2020;AT;1;2;1;21;3;2022;821;211;311;2;1;1;2;1;-1;2210,9857252846500;1
10509;3;2020;AT;2;1;2;20;3;2022;614;960;31;3;1;1;3;2;20;1031,7933384661701;1
10509;4;2020;AT;1;2;1;21;3;2022;11;111;111;3;1;1;1;1;-1;2210,9857252846500;1
10509;4;2020;AT;2;1;2;20;3;2022;821;422;422;1;1;1;3;1;-1;1031,7933384661701;1
12729;1;2020;AT;1;5;1;14;4;2022;341;-9;111;2;1;1;1;1;-1;689,9249421314510;2
12729;1;2020;AT;2;7;2;16;4;2022;-9;-9;-9;2;1;1;3;1;-1;321,9649729946770;2
10531;3;2020;AT;1;3;1;29;3;2022;732;212;212;3;1;-1;-1;1;-1;560,8336863134480;1
10531;3;2020;AT;2;7;2;2;4;2022;733;321;212;3;2;-1;-1;1;-1;261,7223869462760;1
10531;4;2020;AT;1;3;1;29;3;2022;732;212;212;3;1;-1;-1;1;-1;560,8336863134480;1
10531;4;2020;AT;2;7;2;2;4;2022;521;212;212;3;2;-1;-1;1;-1;261,7223869462760;1
12735;1;2020;AT;1;5;1;17;2;2022;39;-9;-9;2;1;2;-1;1;-1;1297,3009903117099;2
12735;1;2020;AT;2;1;2;20;2;2022;511;-9;-9;2;1;2;-1;1;-1;605,4071288121301;2
12735;2;2020;AT;1;5;1;17;2;2022;-9;-9;-9;4;2;1;4;1;-1;1297,3009903117099;2
12735;2;2020;AT;2;1;2;20;2;2022;513;39;-9;3;-8;1;4;-9;-1;605,4071288121301;2
12739;1;2020;AT;1;5;1;14;4;2022;11;111;121;2;1;1;1;1;-1;325,9023524124760;1
12739;1;2020;AT;2;1;2;17;4;2022;531;719;950;1;1;1;3;1;-1;152,0877644591550;1
12739;2;2020;AT;1;5;1;14;4;2022;11;111;212;2;1;1;1;1;-1;325,9023524124760;1
12739;2;2020;AT;2;1;2;17;4;2022;519;212;212;2;1;1;3;1;-1;152,0877644591550;1
10555;3;2020;AT;1;4;1;13;4;2022;611;361;950;3;1;1;3;1;-1;1175,0661037946199;1
10555;3;2020;AT;2;1;2;17;4;2022;821;950;212;3;1;1;3;4;300;548,3641817708220;1
10555;4;2020;AT;1;4;1;13;4;2022;531;220;21;1;1;1;3;1;-1;1175,0661037946199;1
10555;4;2020;AT;2;1;2;17;4;2022;611;212;311;3;1;1;3;1;-1;548,3641817708220;1
12776;1;2020;AT;1;4;1;4;5;2022;21;212;212;3;2;1;3;1;-1;855,1520171093300;1
12776;1;2020;AT;2;7;2;7;5;2022;525;980;21;2;2;1;3;3;400;399,0709413176880;1
10592;3;2020;AT;1;4;1;9;2;2022;531;211;324;2;1;-1;-1;1;-1;1033,3324270984101;1
10592;3;2020;AT;2;1;2;13;2;2022;613;812;31;3;1;-1;-1;1;-1;482,2217993125940;1
10592;4;2020;AT;1;4;1;9;2;2022;531;211;211;2;1;-1;-1;1;-1;1033,3324270984101;1
10592;4;2020;AT;2;1;2;13;2;2022;613;960;960;3;1;-1;-1;1;-1;482,2217993125940;1
12793;1;2020;AT;1;5;1;17;3;2022;812;212;995;1;1;1;3;1;-1;836,2748755311929;1
12793;1;2020;AT;2;7;2;19;3;2022;615;729;615;1;1;1;3;1;-1;390,2616085812240;1
12793;2;2020;AT;1;5;1;17;3;2022;519;11;212;3;2;1;6;1;-1;836,2748755311929;1
12793;2;2020;AT;2;7;2;19;3;2022;521;31;900;1;1;1;3;1;-1;390,2616085812240;1
12807;1;2020;AT;1;4;1;2;3;2022;713;321;821;1;1;2;-1;1;-1;1590,7557697054999;1
12807;1;2020;AT;2;1;2;6;3;2022;21;321;321;1;2;2;-1;2;200;742,3526925292319;1
12807;2;2020;AT;1;4;1;2;3;2022;11;31;910;2;1;1;1;1;-1;1590,7557697054999;1
12807;2;2020;AT;2;1;2;6;3;2022;21;960;960;3;2;1;3;2;200;742,3526925292319;1
12877;1;2020;AT;1;4;1;27;4;2022;21;995;995;4;2;1;1;1;-1;655,2037407497249;1
12877;1;2020;AT;2;7;2;30;4;2022;21;111;111;1;2;1;3;2;5;305,7617456832050;1
12877;2;2020;AT;1;4;1;27;4;2022;512;920;32;2;1;1;-9;1;-1;655,2037407497249;1
12877;2;2020;AT;2;7;2;30;4;2022;111;910;910;5;2;1;1;1;-1;305,7617456832050;1
12890;1;2020;AT;1;2;2;18;4;2022;611;-9;-9;2;1;2;-1;1;-1;613,8478984619460;2
12890;1;2020;AT;2;7;2;23;4;2022;611;-9;-9;1;1;2;-1;2;5;613,8478984619460;2
12977;1;2020;AT;1;2;1;4;7;2022;512;311;361;1;1;2;-1;1;-1;451,8128241939060;1
12977;1;2020;AT;2;1;2;10;7;2022;21;321;321;1;1;2;-1;1;-1;210,8459846238230;1
10802;3;2020;AT;1;5;2;16;6;2022;611;212;212;3;1;1;3;1;-1;1037,7258741864500;1
10802;3;2020;AT;2;1;2;5;6;2022;21;321;324;3;2;1;3;2;80;1037,7258741864500;1
10819;3;2020;AT;1;4;1;1;6;2022;821;211;212;3;1;-1;-1;1;-1;799,8645414649960;1
10819;3;2020;AT;2;7;2;11;6;2022;731;321;321;1;1;-1;-1;1;-1;373,2701193503320;1
10881;3;2020;AT;1;2;1;25;4;2022;21;212;212;3;1;-1;-1;1;-1;362,2851728306120;1
10881;3;2020;AT;2;1;2;1;5;2022;735;324;900;3;1;-1;-1;1;-1;169,0664139876190;1
13076;1;2020;AT;1;5;1;2;6;2022;-9;311;311;3;1;2;-1;1;-1;432,3620768854800;2
13076;1;2020;AT;2;1;2;5;6;2022;519;950;-9;1;2;2;-1;1;-1;201,7689692132240;2
10921;3;2020;AT;1;3;1;26;4;2022;619;211;211;3;1;1;2;1;-1;563,3567184830860;1
10921;3;2020;AT;2;1;2;1;5;2022;514;212;311;1;1;1;3;1;-1;262,8998019587730;1
10957;3;2020;AT;1;6;1;12;8;2022;11;325;-9;2;1;1;1;1;-1;1422,9207286916201;2
10957;3;2020;AT;2;7;2;13;8;2022;111;111;-9;2;1;1;1;-9;-1;664,0296733894240;2
13123;1;2020;AT;1;2;1;20;6;2022;344;-9;-9;1;1;1;1;-9;-1;691,1429266744919;2
13123;1;2020;AT;2;4;1;22;6;2022;344;-9;-9;1;1;1;1;-9;-1;691,1429266744919;2
10967;3;2020;AT;1;3;1;24;5;2022;11;211;920;2;1;-1;-1;1;-1;491,3360283755860;1
10967;3;2020;AT;2;1;2;12;6;2022;361;212;212;1;1;-1;-1;1;-1;229,2901465752740;1
10967;4;2020;AT;1;3;1;24;5;2022;11;920;920;2;1;-1;-1;1;-1;491,3360283755860;1
10967;4;2020;AT;2;1;2;29;5;2022;21;980;31;1;1;-1;-1;1;-1;229,2901465752740;1
13126;1;2020;AT;1;3;1;21;6;2022;21;-9;910;1;2;1;1;-9;-1;339,2445431695540;2
13126;1;2020;AT;2;5;1;23;6;2022;519;321;321;1;2;1;1;-9;-1;339,2445431695540;2
10983;3;2020;AT;1;4;1;4;5;2022;11;211;21;2;2;-1;-1;2;45;398,9600627918050;1
10983;3;2020;AT;2;7;2;7;5;2022;821;212;212;3;1;-1;-1;1;-1;186,1813626361760;1
13142;1;2020;AT;1;3;1;31;5;2022;-8;-8;-8;2;1;1;1;1;-1;1010,8826964148900;1
13142;1;2020;AT;2;1;2;12;6;2022;31;322;31;3;1;1;3;1;-1;471,7452583269470;1
13147;1;2020;AT;1;6;1;29;4;2022;-9;111;111;2;1;1;1;-9;-1;238,0302454195270;2
13147;1;2020;AT;2;1;2;1;5;2022;529;111;-9;2;2;1;3;2;3;111,0807811957800;2
11018;3;2020;AT;1;6;1;17;6;2022;615;-9;-9;2;1;1;1;-9;-1;1507,0483355141801;2
11018;3;2020;AT;2;7;2;18;6;2022;519;111;-9;2;1;1;3;-9;-1;703,2892232399490;2
11018;4;2020;AT;1;6;1;17;6;2022;519;-9;111;2;1;1;1;-9;-1;1507,0483355141801;2
11018;4;2020;AT;2;7;2;18;6;2022;519;-9;-9;1;1;1;3;-9;-1;703,2892232399490;2
11018;5;2020;AT;1;6;1;17;6;2022;-9;212;-9;2;1;-1;-1;1;-1;1507,0483355141801;2
11018;5;2020;AT;2;7;2;18;6;2022;731;422;-9;1;1;-1;-1;-9;-1;703,2892232399490;2
13162;1;2020;AT;1;2;1;11;7;2022;11;910;111;3;1;1;1;1;-1;1070,0641886357600;1
13162;1;2020;AT;2;1;2;17;7;2022;11;321;950;3;1;1;3;1;-1;499,3632880300210;1
13201;1;2020;AT;1;5;1;30;6;2022;615;910;910;2;1;1;1;1;-1;750,0324946266931;2
13201;1;2020;AT;2;1;2;3;7;2022;616;615;615;1;1;1;3;1;-1;350,0151641591240;2
13210;1;2020;AT;1;2;1;9;5;2022;619;910;111;3;1;1;1;1;-1;258,7675050266840;1
13210;1;2020;AT;2;6;1;13;5;2022;615;910;111;3;1;1;1;1;-1;258,7675050266840;1
13232;1;2020;AT;1;6;1;20;5;2022;522;960;960;3;2;1;1;1;-1;361,0248093574500;1
13232;1;2020;AT;2;1;2;22;5;2022;531;321;321;3;2;1;3;1;-1;168,4782443668100;1
13232;2;2020;AT;1;6;1;20;5;2022;619;111;11;1;1;1;1;1;-1;361,0248093574500;1
13232;2;2020;AT;2;1;2;22;5;2022;11;321;11;1;1;1;3;2;20;168,4782443668100;1
11105;3;2020;AT;1;5;1;12;5;2022;11;31;821;4;1;-1;-1;1;-1;800,0193884831100;1
11105;3;2020;AT;2;7;2;14;5;2022;519;31;324;5;1;-1;-1;1;-1;373,3423812921180;1
13260;1;2020;AT;1;1;2;7;8;2022;616;312;-9;1;1;2;-1;2;20;275,3632960471650;2
13260;1;2020;AT;2;4;1;10;8;2022;519;321;-9;1;1;2;-1;2;30;590,0642058153530;2
13271;1;2020;AT;1;2;1;11;7;2022;611;325;-9;1;1;1;5;1;-1;320,3005117648770;1
13271;1;2020;AT;2;1;2;17;7;2022;711;311;-9;1;1;1;5;1;-1;149,4735721569430;1
11142;3;2020;AT;1;2;2;18;4;2022;531;31;-9;3;1;1;3;1;-1;693,3126289775980;1
11142;3;2020;AT;2;3;1;19;4;2022;812;111;111;4;1;1;1;1;-1;1485,6699192377100;1
11149;3;2020;AT;1;4;1;27;4;2022;383;432;111;3;1;1;1;1;-1;1442,6228986389201;1
11149;3;2020;AT;2;7;2;30;4;2022;611;361;321;1;1;1;3;1;-1;673,2240193648300;1
11149;4;2020;AT;1;4;1;27;4;2022;511;432;111;2;1;1;1;1;-1;1442,6228986389201;1
11149;4;2020;AT;2;7;2;30;4;2022;31;940;411;4;2;1;3;1;-1;673,2240193648300;1
11149;5;2020;AT;1;4;1;27;4;2022;383;995;321;3;1;2;-1;1;-1;1442,6228986389201;1
11149;5;2020;AT;2;7;2;30;4;2022;381;361;361;1;1;2;-1;1;-1;673,2240193648300;1
13288;1;2020;AT;1;3;1;26;4;2022;11;910;111;3;1;1;1;1;-1;530,9591715526130;1
13288;1;2020;AT;2;7;2;30;4;2022;512;321;311;3;1;1;3;1;-1;247,7809467245530;1
13300;1;2020;AT;1;2;1;27;6;2022;341;-9;-9;2;1;2;-1;-9;-1;1018,3368582757000;2
13300;1;2020;AT;2;7;2;2;7;2022;611;-9;-9;1;2;2;-1;3;-9;475,2238671953280;2
13322;1;2020;AT;1;2;1;9;5;2022;821;910;960;2;1;1;1;1;-1;569,8159575489570;1
13322;1;2020;AT;2;1;2;15;5;2022;11;311;616;1;2;1;3;1;-1;265,9141135228470;1
13322;2;2020;AT;1;2;1;9;5;2022;733;311;311;3;1;2;-1;1;-1;569,8159575489570;1
13322;2;2020;AT;2;1;2;15;5;2022;31;31;11;3;1;2;-1;1;-1;265,9141135228470;1
13345;1;2020;AT;1;2;1;30;5;2022;31;111;936;3;1;1;1;1;-1;1156,4398507269600;1
13345;1;2020;AT;2;7;2;11;6;2022;21;900;721;1;2;1;3;2;10;539,6719303392480;1
11270;3;2020;AT;1;5;1;15;9;2022;711;212;212;3;1;1;3;1;-1;760,7903996026801;1
11270;3;2020;AT;2;1;2;18;9;2022;713;212;31;3;1;1;3;1;-1;355,0355198145840;1
11352;3;2020;AT;1;5;1;18;8;2022;821;211;211;3;2;2;-1;1;-1;1089,3519437985101;1
11352;3;2020;AT;2;7;2;20;8;2022;611;31;615;3;2;2;-1;1;-1;508,3642404393060;1
11352;4;2020;AT;1;5;1;18;8;2022;531;213;31;2;1;1;1;1;-1;1089,3519437985101;1
11352;4;2020;AT;2;7;2;20;8;2022;511;213;31;2;1;1;1;1;-1;508,3642404393060;1
13513;1;2020;AT;1;2;1;26;9;2022;11;910;111;4;2;1;1;1;-1;223,5370350312750;2
13513;1;2020;AT;2;1;2;2;10;2022;611;321;321;3;1;1;3;1;-1;104,3172830145950;2
11398;2;2020;AT;1;3;1;2;8;2022;514;900;524;3;1;-1;-1;1;-1;699,2568658477950;1
11398;2;2020;AT;2;1;2;7;8;2022;531;21;11;1;1;-1;-1;1;-1;326,3198707289710;1
11419;3;2020;AT;1;3;1;13;9;2022;344;32;31;1;1;1;1;1;-1;1156,7637647613501;1
11419;3;2020;AT;2;1;2;18;9;2022;21;31;31;3;2;1;3;1;-1;539,8230902219650;1
13556;1;2020;AT;1;6;1;29;7;2022;939;321;321;3;1;2;-1;1;-1;412,8567971467720;1
13556;1;2020;AT;2;7;2;30;7;2022;21;324;950;3;1;2;-1;2;30;192,6665053351600;1
13578;1;2020;AT;1;4;1;31;8;2022;11;111;910;2;1;1;1;1;-1;350,2081241549880;1
13578;1;2020;AT;2;7;2;3;9;2022;31;910;111;2;1;1;1;1;-1;163,4304579389940;1
11493;3;2020;AT;1;4;1;9;11;2022;920;920;211;2;1;1;2;-9;-1;441,0820967301030;2
11493;3;2020;AT;2;7;2;29;10;2022;519;361;31;1;1;1;3;-9;-1;205,8383118073810;2
11493;4;2020;AT;1;4;2;26;10;2022;-9;-9;515;1;1;-1;-1;-9;-1;323,4602042687420;2
11493;4;2020;AT;2;7;2;5;11;2022;732;-9;361;1;1;-1;-1;-9;-1;323,4602042687420;2
11502;1;2020;AT;1;4;1;7;9;2022;729;111;111;3;1;1;1;1;-1;1471,9389765098001;2
11502;1;2020;AT;2;1;2;11;9;2022;21;-9;-9;2;1;1;3;1;-1;686,9048557045730;2
13626;1;2020;AT;1;3;1;18;10;2022;32;995;995;4;2;2;-1;1;-1;1932,1966117469401;2
13626;1;2020;AT;2;7;2;22;10;2022;-9;995;995;4;2;2;-1;1;-1;901,6917521485740;2
13626;2;2020;AT;1;3;1;18;10;2022;411;900;-9;2;1;1;1;1;-1;1932,1966117469401;2
13626;2;2020;AT;2;7;2;22;10;2022;-9;-9;-9;1;1;1;3;1;-1;901,6917521485740;2
13626;3;2020;AT;1;3;1;18;10;2022;411;211;920;3;1;1;-9;1;-1;1932,1966117469401;2
13626;3;2020;AT;2;7;2;22;10;2022;519;-9;910;2;2;1;1;-9;-1;901,6917521485740;2
13628;1;2020;AT;1;4;1;31;8;2022;615;321;-9;3;2;2;-1;1;-1;1074,6416484928600;2
13628;1;2020;AT;2;7;2;3;9;2022;613;311;-9;2;1;2;-1;2;50;501,4994359633360;2
11511;3;2020;AT;1;4;1;7;9;2022;11;311;343;3;2;1;3;1;-1;1236,4905539818801;2
11511;3;2020;AT;2;7;2;10;9;2022;-9;11;324;2;2;1;3;2;-9;577,0289251915440;2
11511;4;2020;AT;1;4;1;7;9;2022;611;312;111;2;2;1;1;1;-1;1236,4905539818801;2
11511;4;2020;AT;2;7;2;10;9;2022;361;31;111;2;1;1;1;-9;-1;577,0289251915440;2
11511;5;2020;AT;1;4;1;7;9;2022;-9;11;311;4;1;2;-1;1;-1;1236,4905539818801;2
11511;5;2020;AT;2;7;2;10;9;2022;31;11;311;3;1;2;-1;1;-1;577,0289251915440;2
11546;3;2020;AT;1;2;1;3;10;2022;519;211;31;2;1;-1;-1;1;-1;215,4432990995960;2
11546;3;2020;AT;2;7;2;8;10;2022;734;321;321;1;1;-1;-1;2;10;100,5402062464780;2
11546;4;2020;AT;1;2;1;3;10;2022;211;614;211;2;1;-1;-1;1;-1;215,4432990995960;2
